observation_id,food_name,ground_truth,predicted,h_mean,s_mean,v_mean,h_std,s_std,v_std,dark_ratio,texture_score,freshness_score,ambient_temp_c,humidity_pct,scan_date,location
1701,almond,fresh,fresh,32.33,154.28,189.78,8.11,20.0,23.59,0.0122,0.909,83.7,3.3,71.3,2025-06-21,Chennai
1702,oats,moderate,fresh,40.16,52.31,130.25,8.62,24.07,26.21,0.007,0.129,75.4,2.8,63.3,2025-08-20,Hyderabad
1703,oats,spoiled,moderate,26.69,33.32,31.73,8.07,17.69,11.78,0.3323,0.84,37.7,3.6,70.9,2025-09-18,Mumbai
1704,mango,spoiled,fresh,31.87,42.82,96.32,9.6,8.82,21.29,0.0107,0.535,70.6,2.3,92.2,2025-02-25,Mumbai
1705,avocado,spoiled,moderate,32.75,48.87,56.75,10.17,13.4,17.54,0.2303,0.279,59.7,5.2,75.5,2025-06-21,Kolkata
1706,corn,moderate,fresh,34.55,60.06,107.65,7.79,20.53,25.44,0.0041,0.769,81.4,5.5,75.3,2025-08-20,Bangalore
1707,cream,fresh,fresh,39.29,146.3,149.89,9.68,25.06,18.06,0.0,0.976,91.5,6.8,82.0,2025-06-14,Hyderabad
1708,spinach,fresh,fresh,26.17,160.31,212.44,6.96,16.0,21.89,0.003,0.364,98.7,7.5,94.6,2025-07-24,Kolkata
1709,mushroom,spoiled,moderate,27.99,35.09,58.84,11.99,16.58,17.69,0.1885,0.296,60.2,2.8,71.2,2025-04-25,Bangalore
1710,yogurt,moderate,fresh,25.49,56.21,147.15,9.48,23.69,24.9,0.0,0.95,85.7,4.2,84.7,2025-03-20,Pune
1711,pasta,fresh,fresh,30.32,167.9,191.82,7.69,22.29,21.2,0.0,0.454,88.9,5.4,86.0,2025-12-02,Mumbai
1712,chicken,moderate,fresh,20.73,86.88,126.29,11.01,23.9,23.83,0.0,0.735,77.3,3.8,65.7,2025-04-08,Mumbai
1713,lettuce,fresh,fresh,45.75,168.79,164.79,9.14,20.36,21.17,0.0095,0.162,93.5,4.1,85.9,2025-09-08,Hyderabad
1714,mushroom,moderate,fresh,26.37,119.74,138.64,9.88,28.13,25.7,0.0,0.287,75.3,3.7,73.5,2025-08-23,Delhi
1715,potato,fresh,fresh,30.97,156.28,178.13,8.02,18.24,17.75,0.0097,0.615,82.1,5.3,82.8,2025-11-16,Delhi
1716,almond,spoiled,moderate,10.01,14.12,52.41,9.65,15.31,19.19,0.2226,0.157,57.8,2.0,60.5,2025-03-06,Chennai
1717,yogurt,moderate,fresh,1.44,129.36,157.16,10.89,30.72,22.07,0.0021,0.681,83.4,7.7,91.2,2025-02-08,Kolkata
1718,walnut,fresh,fresh,45.1,130.7,184.77,5.45,20.04,21.16,0.0,0.729,83.6,2.4,80.7,2025-09-07,Pune
1719,cheese,moderate,fresh,23.45,107.85,132.48,8.96,23.3,27.43,0.0094,0.216,78.3,6.9,90.1,2025-09-13,Delhi
1720,pasta,moderate,fresh,18.46,112.89,160.57,6.66,28.4,31.18,0.0,0.941,80.1,6.9,74.9,2025-11-12,Pune
1721,banana,moderate,fresh,26.51,141.98,190.74,5.45,20.55,16.06,0.0,0.837,90.6,2.7,91.2,2025-07-13,Bangalore
1722,cauliflower,fresh,fresh,31.11,159.96,190.32,10.13,17.68,18.4,0.0196,0.472,93.3,7.7,60.1,2025-06-24,Bangalore
1723,tomato,fresh,fresh,6.79,197.75,183.0,1.87,12.53,19.87,0.0169,0.221,96.0,7.1,64.5,2025-11-23,Mumbai
1724,broccoli,moderate,moderate,39.72,57.45,73.24,6.0,18.05,12.1,0.1167,0.99,64.1,6.4,94.0,2025-09-08,Bangalore
1725,cheese,fresh,fresh,34.94,136.53,197.76,10.8,22.34,19.35,0.0,0.878,92.4,5.7,71.5,2025-11-10,Delhi
1726,corn,fresh,fresh,31.13,119.5,177.32,6.28,22.08,27.72,0.0047,0.29,82.6,6.7,72.3,2025-08-10,Kolkata
1727,corn,spoiled,moderate,25.0,5.13,62.78,10.24,15.26,17.81,0.1784,0.882,54.3,4.3,61.8,2025-09-13,Mumbai
1728,cheese,moderate,fresh,27.45,58.94,106.38,11.29,21.95,26.61,0.0,0.626,74.9,6.5,85.7,2025-11-13,Hyderabad
1729,bread,fresh,fresh,19.04,185.3,164.51,7.55,20.99,18.3,0.0,0.264,90.1,6.1,73.1,2025-05-26,Chennai
1730,lettuce,moderate,fresh,26.43,104.38,154.02,11.58,24.48,24.56,0.0171,0.972,75.6,7.5,79.2,2025-01-06,Pune
1731,bell_pepper,fresh,fresh,48.79,169.0,161.56,8.2,18.99,19.59,0.0192,0.849,91.3,6.7,69.5,2025-05-22,Delhi
1732,egg,fresh,fresh,20.16,141.76,216.23,9.16,12.53,23.65,0.0013,0.582,84.5,5.4,70.5,2025-04-08,Chennai
1733,carrot,spoiled,fresh,32.63,39.61,94.35,5.28,13.59,24.5,0.0375,0.726,68.9,4.2,76.9,2025-10-27,Mumbai
1734,blueberry,fresh,fresh,27.83,112.61,178.73,7.84,23.6,20.04,0.0079,0.63,79.5,5.2,76.3,2025-06-07,Chennai
1735,lemon,spoiled,moderate,15.78,50.68,72.42,8.5,18.46,20.58,0.1185,0.39,54.8,3.5,77.3,2025-07-14,Chennai
1736,yogurt,fresh,fresh,30.02,153.56,158.59,6.94,20.01,19.42,0.0122,0.552,89.6,2.4,85.3,2025-09-16,Mumbai
1737,orange,fresh,fresh,40.18,154.35,197.1,8.02,23.17,21.19,0.0,0.944,90.9,3.5,75.2,2025-09-14,Mumbai
1738,bread,fresh,fresh,30.11,149.73,160.91,9.01,19.88,18.49,0.0,0.594,91.2,5.3,63.4,2025-10-22,Bangalore
1739,bread,fresh,fresh,38.85,125.0,171.55,10.06,20.95,19.86,0.0,0.785,84.6,7.0,74.2,2025-09-21,Kolkata
1740,apple,fresh,fresh,5.75,183.59,177.25,2.3,24.85,13.02,0.0031,0.278,88.5,7.5,85.3,2025-06-09,Mumbai
1741,lentils,moderate,fresh,21.82,76.46,127.82,8.83,26.46,25.59,0.0,0.266,71.7,2.3,93.6,2025-07-28,Delhi
1742,rice,moderate,fresh,32.74,63.73,121.49,9.55,26.37,22.62,0.0078,0.708,75.6,7.5,64.8,2025-05-24,Chennai
1743,mango,fresh,fresh,37.33,173.73,160.22,7.02,18.4,27.9,0.0,0.532,82.2,2.6,62.6,2025-06-24,Hyderabad
1744,chicken,fresh,fresh,26.56,183.55,154.67,6.02,17.94,17.46,0.0144,0.482,81.5,3.5,89.7,2025-09-05,Mumbai
1745,lemon,spoiled,moderate,17.32,24.37,53.61,12.32,18.67,22.85,0.2132,0.388,48.5,7.2,80.5,2025-03-22,Mumbai
1746,grape,fresh,fresh,34.19,151.85,170.06,6.09,21.09,16.48,0.0,0.965,81.5,6.4,86.5,2025-02-04,Kolkata
1747,kiwi,fresh,fresh,22.05,173.06,218.01,8.79,23.32,19.26,0.0,0.191,89.2,3.4,66.1,2025-03-17,Bangalore
1748,pineapple,moderate,fresh,11.62,105.3,144.23,10.14,24.27,27.89,0.0093,0.329,77.0,7.0,74.4,2025-05-11,Mumbai
1749,kiwi,fresh,fresh,22.11,134.52,159.84,8.17,16.74,17.95,0.0,0.824,85.5,5.7,75.0,2025-01-06,Delhi
1750,beef,fresh,fresh,24.35,144.79,150.25,8.17,23.74,20.41,0.0,0.771,84.2,6.4,80.4,2025-06-08,Bangalore
1751,walnut,fresh,fresh,42.33,176.68,195.55,8.15,20.07,22.29,0.005,0.88,93.5,3.5,83.2,2025-09-21,Pune
1752,garlic,fresh,fresh,26.87,112.35,189.84,5.74,17.11,20.0,0.0,0.464,86.0,6.6,71.7,2025-03-13,Bangalore
1753,garlic,moderate,fresh,24.05,54.7,134.14,11.93,21.61,28.82,0.0,0.539,79.7,7.4,93.6,2025-06-26,Mumbai
1754,bread,fresh,fresh,17.52,192.35,171.77,8.29,14.32,19.81,0.0,0.37,91.7,3.6,87.4,2025-06-08,Mumbai
1755,corn,moderate,fresh,27.28,87.85,115.92,8.11,28.39,25.09,0.0,0.89,82.4,6.7,93.2,2025-07-14,Pune
1756,cucumber,moderate,fresh,40.41,76.84,119.13,11.63,20.13,21.36,0.0024,0.729,76.3,6.2,74.3,2025-11-25,Hyderabad
1757,egg,spoiled,moderate,30.97,17.42,33.62,13.74,10.82,20.55,0.3181,0.282,46.1,7.5,86.4,2025-07-16,Hyderabad
1758,blueberry,fresh,fresh,30.55,93.79,174.65,8.9,21.06,22.71,0.0,0.677,81.6,7.2,84.4,2025-07-07,Pune
1759,bread,fresh,fresh,26.9,164.25,166.21,5.18,16.11,15.61,0.0,0.946,83.3,3.7,79.2,2025-09-24,Bangalore
1760,tomato,moderate,fresh,12.04,99.71,135.48,3.47,19.69,24.09,0.0114,0.454,73.9,5.2,70.4,2025-08-19,Pune
1761,tomato,moderate,fresh,6.25,142.23,130.75,3.7,26.9,15.68,0.0104,0.809,87.7,2.5,63.4,2025-04-22,Hyderabad
1762,orange,fresh,fresh,40.31,163.13,170.41,11.26,14.46,18.43,0.0006,0.277,94.3,4.8,61.0,2025-01-16,Kolkata
1763,kiwi,fresh,fresh,20.33,158.24,157.74,8.87,19.44,18.56,0.0,0.249,84.8,7.0,60.1,2025-02-09,Hyderabad
1764,tuna,fresh,fresh,33.11,144.63,158.23,13.6,18.54,13.35,0.0022,0.74,85.6,5.3,64.9,2025-12-09,Hyderabad
1765,kiwi,fresh,fresh,23.26,124.65,196.52,8.64,21.2,18.89,0.0192,0.458,95.4,3.2,86.9,2025-08-13,Mumbai
1766,cucumber,moderate,fresh,22.21,80.73,127.97,11.67,26.01,26.5,0.0099,0.992,85.2,5.8,73.6,2025-12-10,Delhi
1767,walnut,fresh,fresh,34.0,167.69,185.76,8.72,23.57,18.0,0.0,0.198,96.1,2.8,92.6,2025-10-21,Delhi
1768,apple,fresh,fresh,2.43,156.28,202.74,0.71,21.39,14.67,0.0,0.862,95.2,2.5,83.4,2025-03-21,Bangalore
1769,tofu,spoiled,moderate,31.35,24.92,65.93,12.24,19.15,17.96,0.173,0.18,61.5,4.5,94.6,2025-01-14,Pune
1770,egg,fresh,fresh,31.45,155.89,187.47,7.47,23.84,14.33,0.004,0.13,86.1,7.7,63.8,2025-06-26,Kolkata
1771,chicken,fresh,fresh,26.63,158.96,189.14,10.71,23.59,19.14,0.0087,0.611,87.6,3.6,80.5,2025-02-07,Mumbai
1772,avocado,fresh,fresh,40.4,135.72,198.62,11.62,23.64,20.32,0.0,0.699,84.9,7.0,83.0,2025-04-22,Delhi
1773,cream,moderate,fresh,21.68,51.79,137.76,7.77,22.62,21.43,0.013,0.591,75.4,6.1,63.1,2025-01-03,Kolkata
1774,mushroom,fresh,fresh,26.32,149.44,185.47,6.8,23.21,19.38,0.0,0.326,83.8,5.3,63.6,2025-01-10,Hyderabad
1775,rice,moderate,fresh,17.12,95.66,179.09,10.67,23.91,20.42,0.0,0.122,87.3,7.1,83.0,2025-03-02,Mumbai
1776,butter,moderate,fresh,22.81,95.87,120.31,6.67,22.45,29.36,0.0141,0.933,86.2,4.4,79.1,2025-01-24,Chennai
1777,tuna,moderate,fresh,39.34,67.83,146.82,7.64,29.21,25.74,0.0,0.959,76.4,6.6,69.0,2025-12-11,Delhi
1778,egg,fresh,fresh,37.6,115.7,193.55,7.98,22.56,22.74,0.0,0.387,81.5,2.4,62.1,2025-08-19,Pune
1779,mango,fresh,fresh,30.53,137.98,195.59,7.88,17.38,17.24,0.0037,0.285,95.5,5.3,62.1,2025-06-26,Bangalore
1780,mango,spoiled,fresh,5.23,27.35,92.05,10.36,13.41,22.41,0.0514,0.204,76.8,7.3,87.4,2025-02-19,Pune
1781,lettuce,spoiled,moderate,11.68,36.43,66.41,11.56,10.27,17.45,0.1878,0.373,64.0,4.8,90.4,2025-03-17,Hyderabad
1782,rice,fresh,fresh,16.89,144.81,204.23,6.99,18.47,22.62,0.0,0.58,83.0,7.1,70.5,2025-03-16,Pune
1783,watermelon,moderate,fresh,35.69,87.79,147.12,7.85,29.13,31.45,0.0188,0.529,83.4,5.1,77.2,2025-05-28,Bangalore
1784,cherry,moderate,fresh,30.21,37.89,116.04,11.23,23.74,28.82,0.0115,0.172,72.2,7.5,77.5,2025-10-04,Pune
1785,potato,fresh,fresh,34.71,135.87,180.65,6.21,19.45,18.34,0.0,0.325,88.4,2.9,72.2,2025-01-03,Pune
1786,tomato,fresh,fresh,5.35,231.74,158.53,1.85,14.26,10.44,0.0,0.47,88.4,6.0,93.8,2025-03-13,Chennai
1787,peas,fresh,fresh,30.37,164.98,209.88,8.4,19.42,14.06,0.0,0.999,96.2,3.1,83.0,2025-12-10,Chennai
1788,apple,fresh,fresh,5.08,181.43,209.58,1.58,18.69,10.57,0.0,0.828,89.9,7.6,76.3,2025-09-20,Pune
1789,tuna,fresh,fresh,11.67,127.83,148.59,8.67,18.45,18.39,0.0164,0.483,84.6,5.6,77.7,2025-10-08,Chennai
1790,banana,fresh,fresh,26.06,161.51,235.08,2.0,13.76,5.64,0.0051,0.757,94.4,4.6,72.2,2025-11-13,Mumbai
1791,garlic,fresh,fresh,37.78,152.87,163.47,7.22,25.03,19.78,0.0155,0.867,86.9,3.1,82.3,2025-02-15,Mumbai
1792,potato,fresh,fresh,28.55,131.17,142.11,7.68,20.98,23.3,0.0,0.43,88.0,3.6,90.6,2025-08-01,Pune
1793,strawberry,fresh,fresh,0.0,193.12,148.39,1.99,14.56,19.63,0.0062,0.347,93.7,7.0,60.2,2025-07-17,Pune
1794,peas,spoiled,moderate,24.08,21.45,88.68,10.87,14.04,24.8,0.0681,0.561,64.9,6.7,63.6,2025-01-01,Pune
1795,peas,fresh,fresh,42.45,168.66,119.63,11.16,22.38,26.02,0.0069,0.989,85.9,6.8,63.5,2025-03-18,Mumbai
1796,apple,fresh,fresh,8.71,211.57,213.18,5.7,25.98,15.65,0.0001,0.2,88.9,4.1,87.7,2025-03-05,Mumbai
1797,blueberry,moderate,fresh,9.28,82.31,139.75,10.15,21.26,20.11,0.0022,0.356,75.7,5.2,76.5,2025-03-17,Mumbai
1798,onion,spoiled,fresh,12.59,47.12,101.61,11.83,18.17,19.76,0.0,0.101,77.2,2.6,85.4,2025-09-09,Bangalore
1799,salmon,moderate,fresh,7.58,78.62,123.53,9.01,25.16,26.32,0.0156,0.192,75.0,2.7,68.6,2025-11-01,Kolkata
1800,olive_oil,fresh,fresh,36.82,144.44,141.92,7.03,20.13,23.67,0.0112,0.499,81.7,2.9,86.8,2025-09-19,Mumbai
1801,apple,moderate,fresh,15.16,132.81,165.8,5.09,27.79,18.02,0.0,0.73,84.8,6.0,93.5,2025-09-02,Hyderabad
1802,walnut,fresh,fresh,25.4,149.76,167.2,9.02,17.86,20.68,0.0,0.586,82.8,7.1,60.8,2025-05-04,Hyderabad
1803,spinach,spoiled,moderate,19.0,38.22,60.81,9.32,15.29,20.61,0.1892,0.371,59.7,5.7,90.5,2025-03-26,Kolkata
1804,yogurt,moderate,fresh,24.96,132.63,105.23,9.87,20.28,26.12,0.0062,0.359,74.6,5.3,88.0,2025-05-24,Pune
1805,lemon,moderate,fresh,13.85,83.04,120.7,10.56,23.34,23.21,0.0057,0.707,74.2,7.6,67.8,2025-07-08,Kolkata
1806,onion,fresh,fresh,41.49,155.69,168.78,7.5,24.94,19.29,0.0057,0.971,94.0,6.0,68.0,2025-09-19,Kolkata
1807,pineapple,moderate,fresh,18.11,72.88,116.27,8.81,21.16,21.63,0.013,0.659,72.0,7.4,75.6,2025-04-27,Pune
1808,corn,moderate,fresh,16.71,104.79,120.47,9.59,28.81,28.89,0.0126,0.597,72.8,7.7,92.0,2025-06-19,Hyderabad
1809,lettuce,moderate,fresh,22.18,74.23,108.39,11.39,24.39,23.84,0.0104,0.268,70.2,7.4,60.0,2025-07-20,Bangalore
1810,chicken,moderate,fresh,16.86,70.76,138.0,7.37,27.98,23.4,0.0,0.238,83.0,5.6,79.0,2025-01-13,Chennai
1811,chickpeas,fresh,fresh,28.8,123.26,179.75,7.34,19.85,24.42,0.0,0.31,83.7,6.5,73.0,2025-01-03,Bangalore
1812,cucumber,fresh,fresh,31.42,134.11,165.77,9.19,23.9,20.85,0.0171,0.476,84.5,5.4,70.5,2025-09-02,Mumbai
1813,onion,fresh,fresh,35.51,162.19,208.38,4.1,22.0,22.95,0.0,0.531,83.2,4.4,81.5,2025-11-20,Kolkata
1814,corn,fresh,fresh,19.29,132.29,162.98,6.54,18.55,20.73,0.011,0.549,82.4,7.5,71.3,2025-01-18,Delhi
1815,oats,fresh,fresh,36.93,171.63,163.24,6.31,23.95,21.94,0.016,0.257,91.8,3.8,60.2,2025-01-09,Chennai
1816,cauliflower,moderate,fresh,25.83,101.83,129.25,11.05,23.99,25.81,0.0088,0.408,78.1,7.7,73.9,2025-02-11,Hyderabad
1817,bell_pepper,fresh,fresh,17.92,136.24,166.46,7.25,17.22,18.4,0.0183,0.935,82.6,4.3,89.2,2025-10-26,Bangalore
1818,apple,fresh,fresh,0.46,190.97,198.76,0.41,17.5,16.01,0.0,0.315,86.5,6.6,67.8,2025-03-20,Kolkata
1819,bell_pepper,moderate,fresh,19.57,72.58,128.14,10.69,20.69,26.65,0.0,0.3,76.0,2.5,82.4,2025-03-17,Bangalore
1820,avocado,fresh,fresh,23.6,149.64,179.29,6.95,16.93,19.14,0.0131,0.645,80.2,4.4,91.7,2025-12-20,Hyderabad
1821,orange,fresh,fresh,43.0,122.77,213.85,7.48,20.11,16.74,0.0,0.241,82.6,2.8,64.6,2025-05-03,Bangalore
1822,cauliflower,fresh,fresh,23.83,139.94,159.09,7.58,18.78,25.55,0.0162,0.423,90.0,3.4,66.2,2025-07-13,Hyderabad
1823,kiwi,fresh,fresh,20.67,152.05,184.96,5.86,22.06,18.81,0.0,0.299,96.3,2.8,72.4,2025-01-07,Chennai
1824,avocado,moderate,fresh,0.08,106.5,102.08,7.9,27.06,23.96,0.0,0.802,79.3,6.9,60.3,2025-03-02,Bangalore
1825,mango,moderate,fresh,34.18,120.25,113.88,11.59,22.73,31.7,0.0031,0.679,73.8,3.3,81.7,2025-08-20,Bangalore
1826,orange,moderate,fresh,18.07,115.65,151.09,10.63,22.99,24.55,0.0058,0.265,75.7,5.5,72.0,2025-02-13,Mumbai
1827,pear,moderate,fresh,3.46,95.61,138.74,10.27,16.08,21.2,0.0087,0.353,79.5,5.0,78.0,2025-06-12,Hyderabad
1828,lettuce,fresh,fresh,24.02,155.83,185.79,7.66,21.91,16.92,0.0199,0.831,87.9,2.9,60.0,2025-06-24,Kolkata
1829,kiwi,fresh,fresh,34.88,159.49,187.55,7.64,25.49,21.48,0.0185,0.686,84.8,4.8,92.1,2025-09-25,Chennai
1830,spinach,fresh,fresh,22.25,154.97,195.05,6.82,23.27,21.15,0.0094,0.854,86.0,4.7,87.4,2025-02-20,Delhi
1831,walnut,fresh,fresh,11.26,155.99,171.88,9.07,22.83,20.59,0.008,0.194,90.5,2.5,75.8,2025-08-14,Bangalore
1832,lentils,fresh,fresh,43.32,146.43,192.5,9.61,19.71,22.34,0.0,0.524,81.6,7.4,74.6,2025-03-01,Kolkata
1833,chicken,fresh,fresh,25.24,141.55,153.75,8.48,20.98,23.54,0.008,0.389,78.8,5.3,74.2,2025-02-26,Pune
1834,tuna,fresh,fresh,36.33,144.3,156.44,8.87,23.33,22.27,0.0,0.202,79.9,4.9,79.1,2025-08-01,Bangalore
1835,bread,moderate,fresh,35.84,84.7,118.33,8.53,24.83,24.76,0.0,0.321,81.4,2.9,83.9,2025-02-18,Delhi
1836,beef,fresh,fresh,31.65,147.41,177.33,6.45,22.82,20.23,0.0,0.672,93.5,6.3,82.6,2025-06-14,Mumbai
1837,cheese,fresh,fresh,28.6,135.05,153.36,10.62,21.66,15.13,0.0,0.38,81.5,2.1,61.0,2025-12-08,Bangalore
1838,bell_pepper,moderate,fresh,32.63,113.06,133.11,13.2,25.65,20.75,0.0101,0.608,78.0,6.2,90.6,2025-12-23,Chennai
1839,kiwi,fresh,fresh,32.92,154.9,167.93,9.15,15.0,22.97,0.004,0.664,86.3,7.1,73.3,2025-04-05,Bangalore
1840,walnut,spoiled,moderate,11.22,20.23,67.72,10.87,15.49,17.77,0.1455,0.693,62.0,3.2,83.9,2025-07-11,Hyderabad
1841,watermelon,spoiled,moderate,14.94,18.0,65.51,12.15,14.99,22.58,0.1609,0.571,54.9,2.2,63.4,2025-05-22,Kolkata
1842,banana,moderate,fresh,33.73,118.24,166.27,10.34,24.33,14.98,0.0,0.485,89.9,3.8,75.1,2025-04-28,Delhi
1843,watermelon,moderate,fresh,28.87,90.01,150.66,8.51,22.48,22.97,0.0197,0.384,81.9,4.1,93.7,2025-04-16,Kolkata
1844,garlic,moderate,fresh,19.28,110.38,100.47,8.75,19.63,28.02,0.0101,0.652,76.4,7.9,69.1,2025-08-17,Delhi
1845,beef,fresh,fresh,40.17,143.46,174.04,8.91,24.42,21.23,0.0126,0.62,81.7,6.2,89.1,2025-01-10,Bangalore
1846,bread,fresh,fresh,24.42,117.62,157.7,8.15,18.03,20.58,0.0,0.217,76.4,5.4,71.4,2025-09-11,Kolkata
1847,pineapple,fresh,fresh,25.58,128.84,156.46,11.12,22.67,25.19,0.0147,0.789,87.6,6.5,90.7,2025-12-16,Mumbai
1848,salmon,spoiled,fresh,25.4,28.55,96.47,9.93,15.66,19.87,0.0258,0.653,76.7,5.5,67.5,2025-11-09,Kolkata
1849,lemon,fresh,fresh,6.42,182.09,189.82,8.66,19.81,20.49,0.0,0.882,91.8,5.9,91.5,2025-03-05,Kolkata
1850,cherry,fresh,fresh,25.22,162.33,153.86,8.37,21.68,19.4,0.002,0.871,86.5,7.6,84.5,2025-12-23,Chennai
1851,spinach,spoiled,moderate,23.71,20.13,50.68,10.47,17.04,14.38,0.2555,0.517,58.0,7.3,73.1,2025-09-10,Pune
1852,rice,fresh,fresh,34.18,139.14,176.14,5.32,17.45,22.9,0.0,0.65,79.4,2.8,70.2,2025-09-22,Kolkata
1853,blueberry,moderate,fresh,25.33,80.43,127.09,10.98,26.32,24.77,0.0058,0.893,74.8,6.2,92.4,2025-12-23,Delhi
1854,cucumber,fresh,fresh,38.74,169.41,188.27,8.11,21.97,20.94,0.0,0.789,96.5,4.7,73.8,2025-07-21,Mumbai
1855,pasta,fresh,fresh,38.49,167.99,159.63,5.83,17.9,22.93,0.0192,0.568,93.2,3.2,63.9,2025-03-26,Kolkata
1856,blueberry,fresh,fresh,17.39,157.9,187.25,10.33,20.54,15.97,0.0,0.899,96.2,6.1,70.2,2025-05-05,Bangalore
1857,carrot,moderate,fresh,15.2,86.36,129.24,4.63,16.5,24.41,0.0,0.994,86.1,3.3,89.7,2025-11-19,Bangalore
1858,banana,spoiled,fresh,5.72,60.19,103.7,8.8,12.92,21.03,0.0175,0.722,76.8,5.6,77.5,2025-12-21,Chennai
1859,tofu,fresh,fresh,19.78,168.22,178.52,7.18,16.33,12.57,0.0,0.709,81.0,5.6,70.0,2025-07-20,Mumbai
1860,banana,moderate,fresh,18.77,152.26,161.94,5.66,21.97,25.42,0.0,0.611,84.6,7.0,64.0,2025-04-05,Delhi
1861,tuna,fresh,fresh,40.6,130.55,141.15,12.72,26.81,20.57,0.0163,0.937,89.6,4.2,88.9,2025-01-03,Chennai
1862,bell_pepper,fresh,fresh,19.84,169.26,177.84,7.77,22.68,21.0,0.0,0.91,82.7,6.3,91.3,2025-11-02,Hyderabad
1863,grape,fresh,fresh,20.51,143.51,193.22,9.02,20.79,22.8,0.0004,0.675,89.0,6.4,61.3,2025-05-21,Chennai
1864,grape,fresh,fresh,27.11,153.57,112.49,7.1,22.29,18.83,0.0,0.465,79.2,7.4,71.9,2025-11-07,Kolkata
1865,bell_pepper,fresh,fresh,26.27,129.17,200.07,9.1,22.48,14.82,0.0,0.564,90.4,3.3,70.9,2025-06-12,Hyderabad
1866,grape,fresh,fresh,28.72,144.4,174.39,6.77,18.96,22.55,0.0,0.93,89.2,5.1,71.1,2025-05-15,Chennai
1867,cheese,moderate,fresh,5.87,134.43,142.1,9.92,27.72,20.64,0.0,0.182,83.3,7.6,61.3,2025-08-26,Pune
1868,mango,fresh,fresh,24.68,147.58,207.31,7.91,21.35,18.23,0.0078,0.681,91.6,3.2,84.6,2025-07-03,Chennai
1869,garlic,fresh,fresh,33.89,183.54,199.91,7.84,22.03,21.73,0.0192,0.566,89.7,4.5,63.0,2025-10-16,Kolkata
1870,potato,fresh,fresh,34.05,172.24,202.09,7.75,21.93,18.85,0.0085,0.282,92.2,3.2,74.5,2025-08-28,Chennai
1871,chickpeas,fresh,fresh,22.62,144.61,178.47,4.68,22.58,11.7,0.0188,0.583,80.0,4.2,68.9,2025-11-18,Chennai
1872,beef,fresh,fresh,51.72,180.04,174.78,8.02,20.91,18.23,0.0082,0.591,86.5,3.5,93.3,2025-04-19,Pune
1873,beef,moderate,fresh,26.93,86.4,127.64,10.36,21.06,25.12,0.0,0.449,80.2,6.0,63.3,2025-12-16,Delhi
1874,egg,fresh,fresh,31.31,152.58,175.68,10.28,18.94,20.68,0.0016,0.341,90.7,4.6,79.2,2025-10-28,Mumbai
1875,apple,moderate,fresh,24.49,118.02,164.29,4.81,28.71,19.23,0.0,0.81,89.2,4.0,65.5,2025-08-06,Bangalore
1876,walnut,fresh,fresh,40.27,147.93,162.81,9.36,19.09,21.86,0.0124,0.3,88.0,3.9,82.3,2025-12-23,Chennai
1877,peach,fresh,fresh,8.16,150.1,170.81,5.87,18.34,18.28,0.0,0.37,93.2,2.6,68.3,2025-09-15,Kolkata
1878,cherry,spoiled,moderate,19.52,14.49,76.33,12.73,15.84,22.43,0.135,0.931,54.5,2.8,85.3,2025-01-21,Bangalore
1879,walnut,moderate,fresh,35.95,120.91,176.75,9.0,22.84,27.35,0.0086,0.25,86.9,4.9,76.6,2025-08-24,Kolkata
1880,pineapple,fresh,fresh,35.67,165.51,217.79,8.02,21.28,17.06,0.0,0.387,96.0,6.2,76.8,2025-09-13,Mumbai
1881,apple,moderate,fresh,28.68,111.59,153.84,4.31,23.07,17.81,0.0,0.175,76.6,2.4,89.0,2025-12-28,Delhi
1882,blueberry,fresh,fresh,25.81,122.68,164.29,11.9,22.21,22.78,0.0,0.9,87.9,7.8,72.2,2025-11-16,Kolkata
1883,tofu,moderate,fresh,36.77,135.85,85.71,7.54,22.59,23.59,0.0552,0.657,81.8,7.6,84.9,2025-07-04,Pune
1884,beef,moderate,fresh,21.99,78.83,135.48,10.07,22.83,18.47,0.0,0.739,79.9,4.6,87.0,2025-07-25,Bangalore
1885,peas,fresh,fresh,22.06,139.02,175.06,5.74,18.53,16.61,0.0089,0.44,88.6,7.1,66.8,2025-05-01,Chennai
1886,tuna,moderate,fresh,23.74,63.17,108.78,7.38,24.54,22.4,0.0174,0.856,71.7,7.7,94.5,2025-07-22,Pune
1887,garlic,fresh,fresh,37.25,158.12,178.6,6.41,21.14,22.07,0.0,0.725,87.7,2.8,63.1,2025-02-25,Delhi
1888,tomato,spoiled,fresh,12.86,64.06,69.19,7.83,15.4,22.03,0.1524,0.426,65.1,3.7,83.5,2025-07-02,Kolkata
1889,pineapple,fresh,fresh,23.63,140.83,186.99,8.68,21.52,23.3,0.0035,0.174,92.6,7.7,61.3,2025-12-04,Chennai
1890,watermelon,fresh,fresh,18.6,130.51,184.59,6.55,30.13,21.55,0.0,0.108,92.4,5.0,64.7,2025-06-18,Hyderabad
1891,lentils,fresh,fresh,29.37,139.69,170.4,8.06,20.34,18.63,0.0,0.403,82.8,4.7,79.5,2025-04-08,Delhi
1892,spinach,fresh,fresh,27.81,176.89,207.69,8.5,15.98,21.62,0.0,0.905,95.1,5.6,63.8,2025-10-13,Bangalore
